"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","학교특성","분교여부","설립유형","주야구분","개교기념일","설립일","법정동코드","주소내역","상세주소내역","우편번호","학교도로명 우편번호","학교도로명 주소","학교도로명 상세주소","위도","경도","전화번호","팩스번호","홈페이지 주소","남녀공학 구분","폐교여부","폐교일자","휴교여부"
"경기도교육청","경기도교육청","경기도 성남시 수정구","S090000617","성보경영고등학교","04","사립","특성화고등학교","N","단설","주간","19800421","19790426","4113110400","경기도 성남시수정구 단대동","5번지.","461800","13132","경기도 성남시 수정구 논골로 82","(단대동)","37.461319","127.158474","031-742-7714","031-746-7043","seongbo-h.goesn.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 안산시 상록구","S090000618","성안고등학교","04","공립","일반고등학교","N","단설","주간","19990115","19990115","4127110300","경기도 안산시 상록구 사1동","1582번지.","426171","15578","경기도 안산시 상록구 용신로 170","(사동,성안고등학교)","37.302478","126.842317","031-363-0500","031-363-0699","https://seongan-h.goeas.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 성남시 중원구","S090000620","성일고등학교","04","사립","일반고등학교","N","단설","주간","19730620","19730620","4113310100","경기도 성남시 중원구 성남동 2584~3121","2876번지.","462826","13370","경기도 성남시 중원구 시민로77번길 10",", 성일고등학교 (성남동)","37.434926","127.145789","031-750-1800","031-721-7580","https://sungil-h.goesn.kr/sungil-h/main.do","남","N","","N"
"경기도교육청","경기도교육청","경기도 성남시 중원구","S090000622","동광고등학교","04","사립","일반고등학교","N","단설","주간","19760618","19760306","4113310100","",".","","13370","경기도 성남시 중원구 원터로 84","(성남동,동광고등학교)","37.4347478","127.1435966","031-754-4811","031-757-5681","donggwang-h.goesn.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 성남시 중원구","S090000624","성일정보고등학교","04","사립","특성화고등학교","N","단설","주간","19730620","19730620","4113310100","경기도 성남시 중원구 성남동","2876번지.","462826","13370","경기도 성남시 중원구 시민로77번길 10-2",", 성일정보고등학교 (성남동, 성일고, 성일정보고, 성일중)","37.43358","127.145403","031-720-1300","031-756-9659","www.sungil-i.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 오산시","S090000626","성호고등학교","04","공립","일반고등학교","N","단설","주간","19960510","19960510","4137010300","",".","","18150","경기도 오산시 동부대로436번길 46","(원동,성호고등학교)","37.1393154","127.0820108","031-371-7114","031-371-7113","https://sungho-h.goehs.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 고양시 일산동구","S090000627","세원고등학교","04","사립","일반고등학교","N","단설","주간","19900110","19900110","4128510700","",".","","10305","경기도 고양시 일산동구 숲속마을로 202","(풍동,세원고등학교)","37.6714346","126.80335","031-870-8300","031-870-8301","www.sewon.hs.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 시흥시","S090000628","소래고등학교","04","공립","일반고등학교","N","단설","주간","19810116","19810116","4139010600","경기도 시흥시 은행동","108-8.","14950","14950","경기도 시흥시 수인로3287번길 26","(은행동,소래고등학교)","37.437594","126.794869","031-313-6182","031-312-8364","www.sorae.hs.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 부천시 원미구","S090000630","소명여자고등학교","04","사립","일반고등학교","N","단설","주간","19620317","19620317","4119210600","경기도 부천시 원미구 소사동","2-7.","420818","14647","경기도 부천시 원미구 부일로 571번길",", 84","37.4878505","126.7912619","070-7099-5521","032-349-5524","https://somyong-h.goebc.kr","녀","N","","N"
"경기도교육청","경기도교육청","경기도 부천시 소사구","S090000631","소사고등학교","04","공립","일반고등학교","N","단설","주간","19950301","19950301","4119410100","경기도 부천시 소사구 소사본3동","401-8.","422812","14774","경기도 부천시 소사로78번길 22","(소사본동)","37.4649663","126.8003539","032-720-7004","032-347-0239","https://sosa-h.goebc.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 광명시","S090000632","소하고등학교","04","공립","일반고등학교","N","단설","주간","19970114","19970114","4121010400","경기도 광명시 소하1동","438-5.","423821","14317","경기도 광명시 소하일로 21",", 소하고등학교 (소하동,소하고등학교)","37.44713","126.88766","02-6331-1210","02-809-3686","https://soha-h.goegm.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 성남시 분당구","S090000633","송림고등학교","04","사립","일반고등학교","N","단설","주간","19750301","19750301","4113510600","경기도 성남시 분당구 이매동","378.","463830","13571","경기도 성남시 분당구 이매로 100",", 송림고등학교 (이매동)","37.3916716","127.1305507","031-704-6705","031-708-6771","songlim-h.goesn.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 화성시","S090000634","송산고등학교","04","사립","일반고등학교","N","단설","주간","19610408","19610408","4159034021","경기도 화성시 송산면 사강리","625번지.","445874","18550","경기도 화성시 송산면 송산포도로 102-21","송산고등학교","37.215987","126.738155","031-357-1117","031-355-2558","https://songsan-h.goehs.kr/songsan-h/main.do","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 평택시","S090000636","송탄고등학교","04","공립","일반고등학교","N","단설","주간","19990520","19990111","4122012800","경기도 평택시 이충동","137-5번지.","459030","18007","경기도 평택시 고덕국제1로 176","(고덕동), 송탄고등학교","37.0564241","127.0699643","031-669-9800","031-611-9864","https://songtan-h.goept.kr/","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 평택시","S090000637","라온고등학교","04","사립","일반고등학교","N","병설","주간","19871015","19861231","4122010100","경기도 평택시 서정동","산5번지.","459010","17730","경기도 평택시 경기대로1376번길 38-6",", 라온고등학교 (서정동)","37.0693281","127.0673308","031-615-3400","031-663-9106","raon-h.goept.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 의정부시","S090000638","송현고등학교","04","공립","일반고등학교","N","단설","주간","19990301","19990301","4115010600","경기도 의정부시 민락동","735-4.","480090","11803","경기도 의정부시 용민로 159","(민락동)","37.7438088","127.0908146","031-850-8325","031-851-2985","https://songhyun-h.goeujb.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 성남시 분당구","S090000639","수내고등학교","04","공립","일반고등학교","N","단설","주간","19960307","19960307","4113510200","경기도 성남시 분당구 수내동","120번지 수내고등학교.","463020","13601","경기도 성남시 분당구 발이봉북로 15",", 수내고등학교 (수내동)","37.3660879","127.1295624","031-715-8276","031-715-8279","http://sunae-h.goesn.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 군포시","S090000640","수리고등학교","04","공립","일반고등학교","N","단설","주간","19970301","19970301","4141010400","경기도 군포시 산본동","1152-4.","435040","15868","경기도 군포시 수리산로 39","(산본동, 수리고등학교)","37.355304","126.920117","031-397-2818","031-397-2017","https://surigo.goegu.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 수원시 장안구","S090000641","수성고등학교","04","공립","일반고등학교","N","단설","주간","19550425","19550425","4111113000","경기도 수원시 장안구 정자동","49번지.","440832","16313","경기도 수원시 장안구 장안로90번길 39","(정자동, 수성고등학교)","37.2936437","127.0026279","031-259-1114","031-251-2229","susung-h.goesw.kr","남","N","","N"
"경기도교육청","경기도교육청","경기도 화성시","S090000644","홍익디자인고등학교","04","사립","특성화고등학교","N","병설","주간","19721226","19721226","4159012400","경기도 화성시 기안동","460-97.","445310","18343","경기도 화성시 효행로 387","(기안동)","37.21776","126.980138","031-8055-3012","031-222-3900","https://hongik-h.goehs.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 수원시 팔달구","S090000645","수원고등학교","04","사립","일반고등학교","N","단설","주간","19090202","19090202","4111513300","경기도 수원시 팔달구 매교동","250번지.","442845","16469","경기도 수원시 팔달구 정조로 666-10","(매교동)","37.267169","127.017429","031-300-3220","031-300-3236","http://suwon-h.goesw.kr","남","N","","N"
"경기도교육청","경기도교육청","경기도 수원시 팔달구","S090000646","수원공업고등학교","04","사립","특성화고등학교","N","단설","주간","19700623","19700623","4111514100","",".","","16472","경기도 수원시 팔달구 세지로 254","(인계동,수원공업고등학교)","37.2742843","127.0244743","031-80061-200","031-80061-250","sugong-h.goesw.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 수원시 장안구","S090000648","수원농생명과학고등학교","04","공립","특성화고등학교","N","단설","주간","19360608","19360608","4111113400","경기도 수원시 장안구 영화동","45번지.","16277","16277","경기도 수원시 장안구 광교산로 13","(영화동,농생명과학고등학교)","37.2951535923","127.0194502007","031-259-4300","031-246-5784","http://sunong-h.goesw.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 수원시 팔달구","S090000649","수원여자고등학교","04","공립","일반고등학교","N","단설","주간","19360415","19360324","4111513700","경기도 수원시 팔달구 고등동","19-1.","442880","16448","경기도 수원시 팔달구 고등로59번길 72",", 수원여자고등학교 (고등동)","37.2768554","127.0043426","031-250-9185","031-245-6239","https://suwong-h.goesw.kr","녀","N","","N"
"경기도교육청","경기도교육청","경기도 수원시 영통구","S090000651","수원정보과학고등학교","04","공립","특성화고등학교","N","단설","주간","19941004","19941101","4111710200","경기도 수원시 영통구 원천동","78-8.","443821","16501","경기도 수원시 영통구 동수원로551번길 16","(원천동)","37.2759424","127.0496657","031-218-4100","031-216-3331","https://swjb-h.goesw.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 수원시 권선구","S090000653","한봄고등학교","04","사립","특성화고등학교","N","단설","주간","19950306","19950220","4111313300","경기 수원시 권선구 탑동","614.","441440","16626","경기도 수원시 권선구 호매실로 46-93","(탑동)","37.2","126.9","031-293-3090","031-893-8734","https://hanbom-h.goesw.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 수원시 장안구","S090000654","수일고등학교","04","공립","일반고등학교","N","단설","주간","20010301","20010301","4111113600","경기도 수원시 장안구 조원동","21.","440843","16293","경기도 수원시 장안구 수일로233번길 59","(조원동)","37.307569","127.018106","031-8012-8350","031-258-0616","suil-h.goesw.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 용인시 수지구","S090000655","수지고등학교","04","공립","일반고등학교","N","단설","주간","19950301","19950301","4146510100","경기도 용인시 수지구 풍덕천1동","688번지.","448552","16821","경기도 용인시 수지구 수풍로 73","(풍덕천동)","37.3312406","127.092142","031-260-5303","070-8299-5123","http://suji-h.goeyi.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 구리시","S090000656","수택고등학교","04","공립","일반고등학교","N","단설","주간","20020301","20020301","4131010500","경기도 구리시 수택동","881번지.","471030","11944","경기도 구리시 검배로 145",", 수택고등학교 (수택동)","37.5946608","127.1542455","031-551-0674","031-551-7442","https://www.goegn.kr/sutaek-h/main.do","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 수원시 팔달구","S090000657","숙지고등학교","04","공립","일반고등학교","N","단설","주간","19970504","19970114","4111513800","경기도 수원시 팔달구 화서동","653번지.","16435","16435","경기도 수원시 팔달구 수성로182번길 100","(화서동,숙지고등학교)","37.2829455","126.9933154","031-8065-3025","031-248-9636","sukji-h.goesw.kr/","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 성남시 중원구","S090000658","숭신여자고등학교","04","사립","일반고등학교","N","병설","주간","19730303","19721226","4113310300","",".","","13165","경기도 성남시 중원구 황송로77번길 34","(금광동,숭신여자중고교)","37.4498296","127.1696561","031-732-8101","031-731-6453","https://ssgh-h.goesn.kr/ssgh-h/main.do","녀","N","","N"
"경기도교육청","경기도교육청","경기도 부천시 소사구","S090000659","시온고등학교","04","사립","일반고등학교","N","단설","주간","19580429","19580429","4119410300","경기도 부천시 소사구 범박동","18-2.","422060","14773","경기도 부천시 소사구 은성로 172-20",", 시온고등학교 (범박동)","37.4717409","126.8055747","032-340-0100","032-341-9196","https://zion-h.goebc.kr/zion-h/main.do","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 시흥시","S090000660","경기스마트고등학교","04","공립","특성화고등학교","N","단설","주간","19970506","19970114","4139013200","경기도 시흥시 정왕동","1522.","429450","15051","경기도 시흥시 정왕천로 404","(정왕동)","37.3435332","126.7522747","070-8708-2117","031-433-8131","www.smart.hs.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 용인시 기흥구","S090000661","신갈고등학교","04","사립","일반고등학교","N","단설","주간","19841229","19841229","4146310300","경기도 용인시 기흥구 상갈동","산1-2.","17068","17068","경기도 용인시 기흥구 백남준로 13","(상갈동,신갈고등학교)","37.2707036","127.1123387","031-281-7004","031-281-7001","shingal-h.goeyi.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 안양시 만안구","S090000662","신성고등학교","04","사립","일반고등학교","N","단설","주간","19690714","19691127","4117110100","",".","","14090","경기도 안양시 만안구 소곡로 93","(안양동,신성중 고등학교)","37.384255","126.918721","031-469-1414","031-469-0786","shinsung-h.goeay.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 고양시 일산서구","S090000665","신일비즈니스고등학교","04","공립","특성화고등학교","N","단설","주간","19960301","19960301","4128710100","경기도 고양시 일산서구 일산3동","1041.","411827","10372","경기도 고양시 일산서구 킨텍스로 452","(일산동)","37.6834023","126.7618642","031-929-2106","031-917-2109","https://i-shinil-h.goegy.kr/","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 평택시","S090000666","신한고등학교","04","사립","일반고등학교","N","단설","주간","19680119","19680119","4122011800","경기도 평택시 비전동","산76-12.","450152","17899","경기도 평택시 신한1길 26","(비전동, 신한고등학교)","36.9932075","127.1043193","031-653-8114","031-651-3102","https://shinhan-h.goept.kr/","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 동두천시","S090000667","신흥고등학교","04","사립","일반고등학교","N","단설","주간","19600503","19600503","4125010800","경기도 동두천시 안흥동","38번지.","483090","11304","경기도 동두천시 신천로 159","(안흥동)","37.9307113","127.0475074","031-865-3169","031-865-3168","https://shinheung-h.goedy.kr","남","N","","N"
"경기도교육청","경기도교육청","경기도 남양주시","S090000669","심석고등학교","04","사립","일반고등학교","N","단설","주간","19730323","19730323","4136025621","경기도 남양주시 화도읍 마석우리","215.","472845","12176","경기도 남양주시 화도읍 마석로 62","(화도읍,심석고등학교)","37.6570611","127.306836","031-590-6710","031-590-6868","www.simseok.hs.kr/","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 부천시 원미구","S090000671","심원고등학교","04","공립","일반고등학교","N","단설","주간","19941101","19941101","4119210800","경기도 부천시 원미구 중3동","1074-1.","420023","14534","경기도 부천시 계남로 284","(중동, 심원고등학교)","37.5045954","126.7793518","032-320-9215","032-320-9110","www.shimwon.hs.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 안성시","S090000672","안법고등학교","04","사립","일반고등학교","N","단설","주간","19511101","19511101","4155010500","경기도 안성시 구포동","176번지.","456070","17587","경기도 안성시 명륜길 66",", 안법고등학교 (구포동)","37.013142","127.2738833","031-674-3807","031-674-5001","https://anbeop-h.goean.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 안산시 단원구","S090000673","안산강서고등학교","04","사립","일반고등학교","N","단설","주간","19880518","19880518","4127310200","경기도 안산시 단원구 와동","828번지.","425844","15267","경기도 안산시 단원구 삼일로 367","(와동)","37.334407","126.818111","031-485-9741","031-403-3433","asgs-h.goeas.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 안산시 상록구","S090000674","안산국제비즈니스고등학교","04","사립","특성화고등학교","N","단설","주간","19760306","19751114","4127111400","경기도 안산시 상록구 장상동","9번지 안산국제비즈니스고등학교.","426410","15204","경기도 안산시 상록구 수인로 1981",", 안산국제비즈니스고등학교 (장상동)","37.360885","126.874063","031-483-6181","031-483-6183","https://ansanib-h.goeas.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 안산시 상록구","S090000675","안산고등학교","04","사립","일반고등학교","N","단설","주간","19860306","19860306","4127111400","경기도 안산시 상록구 장상동","10-3.","426410","15204","경기도 안산시 상록구 청룡4길 8","(장상동, 안산고등학교)","37.3602487","126.87315","031-482-6575","031-482-2860","ansan-h.goeas.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 안산시 상록구","S090000676","안산공업고등학교","04","사립","특성화고등학교","N","단설","주간","19931201","19931201","4127110700","경기도 안산시 상록구 부곡동 713~1000","722.","426829","15276","경기도 안산시 상록구 안산공고로 51","(부곡동)","37.336287","126.86062","031-482-8955","031-482-8956","ansanth.goeas.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 안산시 상록구","S090000677","안산동산고등학교","04","사립","자율고등학교","N","단설","주간","19941210","19941210","4127110400","경기도 안산시 상록구 본오1동","968-1.","426181","15573","경기도 안산시 상록구 충장로 56","(본오동, 동산고등학교)","37.2868579","126.8580225","031-406-7773","031-418-7774","www.dsgo.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 안산시 상록구","S090000680","안산디자인문화고등학교","04","사립","특성화고등학교","N","단설","주간","19930422","19930301","4127110400","경기도 안산시 상록구 본오동","798.","426180","15535","경기도 안산시 상록구 각골로 87",", 안산디자인문화고등학교 (본오동)","37.2975247","126.8719893","031-400-3100","031-408-0905","https://adc-h.goeas.kr/","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 안성시","S090000684","안성고등학교","04","공립","일반고등학교","N","단설","주간","19651228","19651228","4155011400","경기도 안성시 금산동","33-1.","456310","17587","경기도 안성시 금산길 57",", 안성고등학교 (금산동)","37.0140502","127.2713836","031-670-0300","031-670-0400","https://anseong-h.goean.kr/","남","N","","N"
"경기도교육청","경기도교육청","경기도 안성시","S090000685","두원공업고등학교","04","사립","특성화고등학교","N","단설","주간","19901010","19901010","4155034034","경기도 안성시 미양면 신기리","203-4 번지.","456841","17598","경기도 안성시 미양면 미양로 727","(미양면)","36.996782","127.242981","031-677-2121","031-677-2125","https://doowon-h.goean.kr/","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 안성시","S090000686","안성여자고등학교","04","공립","일반고등학교","N","단설","주간","19430430","19430430","4155012900","경기도 안성시 신소현동","110번지.","456380","17568","경기도 안성시 남파로 73-10","(신소현동)","37.0181728","127.2580069","031-8056-0105","031-673-1912","https://anseonggh.goean.kr","녀","N","","N"
"경기도교육청","경기도교육청","경기도 안성시","S090000689","가온고등학교","04","사립","일반고등학교","N","단설","주간","19771230","19771230","4155013200","경기도 안성시 발화동","215-7.","456140","17596","경기도 안성시 샛터길 46","(발화동,가온고등학교)","36.9885543","127.2758069","031-674-5022","031-674-5027","https://gaon-h.goean.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 안양시 만안구","S090000690","안양고등학교","04","공립","일반고등학교","N","단설","주간","19830110","19830110","4117110300","경기도 안양시 만안구 박달2동","144-3.","430803","14016","경기도 안양시 만안구 삼봉로 46",", 안양고등학교 (박달동)","37.4004642","126.901309","031-443-2142","031-443-2144","anyang-h.goeay.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 안양시 만안구","S090000691","안양공업고등학교","04","공립","특성화고등학교","N","단설","주간","19480315","19480315","4117110100","경기도 안양시 만안구 안양동","881-3.","14007","14007","경기도 안양시 만안구 양화로28번길 69",", 안양공업고등학교 (안양동,안양공업고등학교)","37.3","126.9","031-463-0110","031-445-9835","anyang-t.hs.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 안양시 만안구","S090000693","안양여자고등학교","04","사립","일반고등학교","N","단설","주간","19600408","19600408","4117110100","경기 안양시 만안구 안양동","840-2.","430839","13988","경기도 안양시 만안구 안양로 357","(안양동)","37.403608","126.91629","031-428-0844","031-469-2010","aygh-h.goeay.kr","녀","N","","N"
"경기도교육청","경기도교육청","경기도 안양시 만안구","S090000694","안양문화고등학교","04","사립","특성화고등학교","N","단설","주간","19801126","19801126","4117110100","경기도 안양시 만안구 안양동","산 41-1.","430010","14011","경기도 안양시 만안구 양화로37번길 36","(안양동, 안양외국어고등학교, 안양문화고등학교)","37.395733","126.908694","031-470-4100","031-448-7755","https://anyangculture.hs.kr","녀","N","","N"
"경기도교육청","경기도교육청","경기도 안양시 만안구","S090000696","안양예술고등학교","04","사립","특수목적고등학교","N","단설","주간","19670301","19670301","4117110100","경기도 안양시 만안구 안양3동","산42-1.","430013","14012","경기도 안양시 만안구 양화로25번길 40","(안양동,안양예술고등학교)","37.395786","126.9113952","031-466-8855","031-445-6666","www.anyangart.hs.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 안양시 만안구","S090000697","안양외국어고등학교","04","사립","특수목적고등학교","N","단설","주간","19960507","19960507","4117110100","경기도 안양시 만안구 안양3동","산41-1.","430013","14011","경기도 안양시 만안구 양화로37번길 36","(안양동,안양외국어고등학교)","37.3954946","126.9095134","031-470-4000","031-444-8011","http://anyangfl-h.goeay.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 평택시","S090000699","경기물류고등학교","04","공립","특성화고등학교","N","단설","주간","19560603","19560603","4122025321","경기도 평택시 안중읍 안중리","293-46.","451884","17936","경기도 평택시 안중읍 안현로 403",", 경기물류고등학교 (안중읍)","36.9","126.9","031-650-9911","031-681-2216","https://ggl-h.goept.kr/","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 평택시","S090000701","안중고등학교","04","사립","일반고등학교","N","단설","주간","19631214","19631214","4122025330","경기도 평택시 안중읍 현화리","산 83.","451885","17932","경기도 평택시 안중읍 안중믿음길 32","(안중읍, 안중고등학교)","36.986741","126.923339","031-683-3104","031-683-3109","https://anjung-h.goept.kr","남","N","","N"
"경기도교육청","경기도교육청","경기도 성남시 분당구","S090000702","야탑고등학교","04","사립","일반고등학교","N","단설","주간","19861205","19861205","4113510700","경기도 성남시 분당구 야탑동","145-3번지.","463816","13510","경기도 성남시 분당구 판교로 738","(야탑동)","37.403542","127.153494","(031)697-0100","(031)709-7395","https://yatap-h.goesn.kr/","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 김포시","S090000703","양곡고등학교","04","사립","일반고등학교","N","단설","주간","19641201","19631214","4157025621","경기도 김포시 양촌읍 양곡리","286-1.","415845","10057","경기도 김포시 양촌읍 양곡4로 138","(양촌읍,양곡고등학교)","37.659294","126.625217","031-981-0138","031-981-0146","https://yanggok-h.gpoe.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 양평군","S090000704","양동고등학교","04","사립","일반고등학교","N","병설","주간","19661117","19661117","4183038021","",".","","12539","경기도 양평군 양동면 학둔지윗길 47-7",", 양동고등학교 (양동면)","37.4209982","127.7561607","031-773-1032","031-771-1064","yangdong-h.goeyp.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 안양시 만안구","S090000705","양명고등학교","04","사립","일반고등학교","N","단설","주간","19740309","19671230","4117110100","",".","","13959","경기도 안양시 만안구 경수대로1001번길 184",", 양명고등학교 (안양동)","37.4086398","126.9201596","031-470-3500","031-474-3781","https://yangmyung-h.goeay.kr/yangmyung-h/main.do","남","N","","N"
"경기도교육청","경기도교육청","경기도 안양시 만안구","S090000706","양명여자고등학교","04","사립","일반고등학교","N","단설","주간","19841127","19841127","4117110100","경기도 안양시 만안구 안양2동","산 21-10.","430012","13959","경기도 안양시 만안구 경수대로1001번길 150",", 양명여자고등학교 (안양동)","37.407098","126.922075","031-470-3600","031-474-3781","ymgh-h.goeay.kr/ymgh-h/main.do","녀","N","","N"
"경기도교육청","경기도교육청","경기도 양평군","S090000707","양서고등학교","04","사립","일반고등학교","N","단설","주간","19791121","19791121","4183033022","경기도 양평군 양서면 용담리","221-1.","476824","12584","경기도 양평군 양서면 상촌길 31-12","(양서면,양서고등학교)","37.547815","127.328067","031-770-1400","031-771-1418","www.yangseo.hs.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 성남시 분당구","S090000708","양영디지털고등학교","04","공립","특성화고등학교","N","단설","주간","19550427","19550427","4113510500","경기도 성남시 분당구 서현동","316.","463819","13587","경기도 성남시 분당구 불정로386번길 35","(서현동)","37.3739457","127.1410486","031-778-2400","031-778-2399","yy-h.goesn.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 양평군","S090000711","양일고등학교","04","사립","일반고등학교","N","단설","주간","19691122","19691122","4183025021","경기도 양평군 양평읍 양근리","산37번지.","476806","12552","경기도 양평군 양평읍 관문2길 9",", 양일고등학교 (양평읍)","37.4943476","127.4950177","031-772-2281","031-773-2926","yangil-h.goeyp.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 안산시 단원구","S090000713","양지고등학교","04","공립","일반고등학교","N","단설","주간","20020228","20020228","4127310100","",".","","15474","경기도 안산시 단원구 화정천동로 50","(고잔동,양지고등학교)","37.309467","126.822045","031-439-8301","031-439-8305","yangji-h.goeas.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 양평군","S090000714","양평전자과학고등학교","04","공립","특성화고등학교","N","단설","주간","19741227","19741227","4183033028","경기도 양평군 양서면 국수리","330-12.","476821","12582","경기도 양평군 양서면 대심상심길 13","(양서면, 양평전자과학고등학교)","37.510173","127.4010078","031-5175-0901","031-7815-6976","ypes-h.goeyp.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 양평군","S090000716","양평고등학교","04","공립","일반고등학교","N","단설","주간","19470624","19470624","4183025021","경기도 양평군 양평읍 양근1리","237-1.","476802","12562","경기도 양평군 양평읍 양근로 260","(양평읍)","37.4854609","127.4958486","031-772-2580","031-771-0434","yp-h.goeyp.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 여주시","S090000717","여강고등학교","04","사립","일반고등학교","N","병설","주간","19740105","19740105","4167036033","경기도 여주시 북내면 신접리","200 여강고등학교.","469853","12614","경기도 여주시 북내면 여강로 337-8",", 여강고등학교 (북내면)","37.3302695","127.6839774","031-882-0109","031-883-5774","https://yeogang-h.goeyj.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 여주시","S090000718","여주고등학교","04","사립","일반고등학교","N","단설","주간","19740105","19740105","4167010800","경기도 여주군 여주읍 교리","454-5.","469801","12652","경기도 여주시 세종로 254-58",", 여주고등학교 (교동)","37.2","127.6","031-883-5111","031-883-5114","http://yeoju-h.goeyj.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 여주시","S090000720","세종고등학교","04","공립","일반고등학교","N","단설","주간","19550503","19550503","4167010100","",".","","12620","경기도 여주시 청심로 221","(상동, 세종고등학교)","37.2960393","127.644581","031-883-1130","031-884-1140","https://se-jong-h.goeyj.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 여주시","S090000722","여주자영농업고등학교","04","공립","특성화고등학교","N","단설","주간","19450331","19450331","4167034523","경기도 여주시 능서면 왕대리",".","12643","12643","경기도 여주시 능서면 농도원1길 78-1","(능서면)","37.296202","127.621622","031-883-2843","031-883-2841","https://farms-h.goeyj.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 여주시","S090000723","여주제일고등학교","04","사립","일반고등학교","N","단설","주간","19681203","19681203","4167025027","경기도 여주시 가남읍 심석리","265.","12661","12661","경기도 여주시 가남읍 여주남로 1155-11","(가남읍)","37.206778","127.556153","031-882-3353","031-882-3301","https://yeojufirst-h.goeyj.kr","남녀공학","N","","N"
"경기도교육청","경기도교육청","경기도 연천군","S090000726","연천고등학교","04","공립","일반고등학교","N","단설","주간","19580429","19580429","4180025022","경기도 연천군 연천읍 현가리","41-1.","486802","11013","경기도 연천군 연천읍 연천로336번길 13","(연천읍,연천중고등학교)","38.1082239071","127.0766731148","031-834-1427","031-834-2301","https://yeoncheon-h.goeyc.kr","남녀공학","N","","N"
